name_en,description_en,example_en,category_en,tags_en,name_es,description_es,example_es,category_es,tags_es
"Self-control","The ability to manage your emotions, thoughts, and behaviors to achieve goals and make good choices.","Despite feeling angry about the unfair criticism, he demonstrated self-control by taking a deep breath, responding calmly, and addressing the issue constructively.","Personal","manage; regulate; restrain; govern; discipline; moderate; contain; direct; master","Autocontrol","Regular impulsos y comportamientos para mantener el enfoque en tus objetivos.","Demostró autocontrol al pausar antes de responder un correo conflictivo y elegir un tono constructivo.","Personal","regularse; respirar; pausar; evaluar; decidir; moderar; enfocarse; contenerse; controlarse"
"Selflessness","Putting the needs and feelings of others before your own and helping them without expecting anything in return.","The volunteer showed selflessness by spending her vacation building homes in disaster-affected areas rather than taking a personal holiday.","Interpersonal","give; serve; help; support; sacrifice; assist; provide; contribute; offer","Altruismo","Priorizar el bienestar de otras personas sin esperar recompensas.","Su altruismo se evidenció al donar su bono anual al fondo de emergencia del barrio.","Interpersonal","servir; donar; cuidar; apoyar; ofrecer; acompañar; sacrificar; compartir; proteger"
"Service","Helping others by providing assistance, support, or care.","The restaurant's commitment to service was evident in how staff remembered regular customers' preferences and went beyond expectations to create special experiences.","Interpersonal","help; assist; support; provide; contribute; work; give; aid; attend","Servicio","Contribuir al bienestar de otras personas a través de acciones concretas.","Practicar servicio significó preparar paquetes de alimentos cada fin de semana para familias necesitadas.","Interpersonal","servir; apoyar; ayudar; ofrecer; entregar; acompañar; voluntariarse; cuidar; sostener"
"Sovereignty","The ability of a group or country to govern itself and make its own decisions without outside interference.","The indigenous community fought to maintain sovereignty over their ancestral lands, ensuring they could make decisions about resource use and development.","Personal","control; determine; decide; govern; direct; rule; manage; command; regulate","Soberanía","Ejercer la autoridad y la autodeterminación sin injerencias externas.","El movimiento defendió la soberanía alimentaria al impulsar huertos comunitarios administrados por residentes.","Personal","autogobernar; decidir; proteger; afirmar; reclamar; organizar; liderar; resguardar; empoderar"
"Spirituality","A deep connection to something greater than oneself, often involving personal beliefs and practices that provide meaning and purpose in life.","She nurtured her spirituality through regular meditation, time in nature, and participating in a community that shared her belief in interconnectedness.","Personal","connect; explore; seek; practice; experience; develop; cultivate; discover; understand","Espiritualidad","Buscar conexión con lo trascendente y cultivar sentido interior.","Su espiritualidad se expresaba mediante caminatas contemplativas y momentos de gratitud diaria.","Personal","conectar; meditar; orar; agradecer; reflexionar; escuchar; celebrar; contemplar; servir"
"Sports","Activities that involve physical exertion and skill, often played individually or in teams for competition or enjoyment.","The community invested in sports programs that taught children not just athletic skills but also teamwork, perseverance, and fair play.","Personal","play; compete; train; practice; participate; improve; develop; engage; perform","Deportes","Participar en actividades físicas organizadas para disfrutar, competir y aprender trabajo en equipo.","Los deportes escolares fomentaron disciplina y amistad entre jóvenes de distintos barrios.","Personal","jugar; competir; entrenar; cooperar; moverse; practicar; respetar; apoyar; celebrar"
"Sportsmanship","Treating opponents with respect and fairness, showing graciousness in winning or losing.","After the championship game, the losing team demonstrated excellent sportsmanship by sincerely congratulating the winners and thanking the officials.","Interpersonal","respect; honor; congratulate; acknowledge; accept; demonstrate; display; show; exhibit","Juego limpio","Actuar con respeto, honestidad y cortesía durante la competencia.","Su juego limpio se vio cuando felicitó a la rival y reconoció sus errores ante el árbitro.","Interpersonal","respetar; felicitar; aceptar; cooperar; apoyar; aplaudir; honrar; cumplir; sonreír"
"Stability","Staying steady and balanced in difficult situations without being easily shaken or changed.","During the company merger, the manager provided stability by maintaining regular team meetings, clear communication, and consistent expectations.","Personal","maintain; establish; ensure; build; preserve; secure; create; provide; sustain","Estabilidad","Mantener una base segura y predecible en la vida.","Creó estabilidad al establecer un presupuesto, un horario regular y redes de apoyo confiables.","Personal","equilibrar; organizar; planificar; sostener; asegurar; ahorrar; fortalecer; mantener; proteger"
"Stewardship","Caring for and managing resources responsibly to ensure their health and availability for the future.","The family farm practiced stewardship by using sustainable methods that preserved soil health and biodiversity for future generations.","Social","care; manage; protect; preserve; maintain; guard; oversee; safeguard; conserve","Cuidado responsable","Administrar recursos con respeto para beneficio presente y futuro.","Mostraron cuidado responsable al reducir desperdicios en la oficina y donar equipos reutilizables.","Social","administrar; conservar; proteger; reducir; reciclar; planificar; educar; monitorear; restaurar"
"Stillness","A state of calmness and peace that allows for clear thinking and reflection.","Before making major decisions, she sought stillness through meditation and quiet walks in nature, allowing her to access deeper wisdom.","Personal","practice; experience; cultivate; seek; find; create; embrace; maintain; enter","Quietud","Crear espacios de silencio y calma para recuperar energía.","Buscó quietud al reservar unos minutos cada mañana para observar el amanecer sin distracciones.","Personal","silenciar; respirar; pausar; escuchar; meditar; descansar; centrar; calmar; contemplar"
"Strategy","A plan to achieve specific goals by using available resources effectively.","Rather than reacting to market changes, the company developed a strategy with clear objectives, resource allocation, and contingency plans.","Personal","plan; develop; create; design; implement; execute; evaluate; adjust; direct","Estrategia","Planificar acciones coordinadas para alcanzar objetivos a largo plazo.","El liderazgo diseñó una estrategia que alineaba inversiones, capacitación y mediciones de impacto.","Personal","planificar; analizar; priorizar; coordinar; diseñar; anticipar; organizar; evaluar; ejecutar"
"Sustainability","The ability to meet our needs today without harming the ability of future generations to meet theirs.","The building was designed with sustainability in mind, using renewable energy, water reclamation systems, and materials with minimal environmental impact.","Social","maintain; conserve; preserve; protect; balance; reuse; reduce; recycle; renew","Sostenibilidad","Satisfacer necesidades presentes sin comprometer las de futuras generaciones.","El edificio se diseñó con sostenibilidad al utilizar energía renovable, sistemas de recuperación de agua y materiales de bajo impacto.","Social","mantener; conservar; preservar; proteger; equilibrar; reutilizar; reducir; reciclar; renovar"
"Synergy","Working together in a way that creates better results than individuals could achieve alone.","The marketing and product development teams achieved synergy by collaborating closely, resulting in innovations that better met customer needs than either could create independently.","Interpersonal","combine; unite; integrate; collaborate; coordinate; harmonize; merge; blend; connect","Sinergia","Trabajar en conjunto de manera que los resultados superen lo que cada persona lograría por separado.","Los equipos de marketing y producto lograron sinergia al colaborar estrechamente y crear innovaciones más alineadas con las necesidades de clientes.","Interpersonal","combinar; unir; integrar; colaborar; coordinar; armonizar; fusionar; mezclar; conectar"
"Teaching","Helping others learn new things through guidance and sharing knowledge.","The mentor excelled at teaching by adapting her approach to each person's learning style and creating opportunities for hands-on practice.","Interpersonal","instruct; explain; guide; demonstrate; show; train; educate; mentor; develop","Enseñanza","Ayudar a otras personas a aprender mediante guía y compartir conocimiento.","La mentora destacó en la enseñanza al adaptar su enfoque a cada estilo de aprendizaje y ofrecer práctica guiada.","Interpersonal","enseñar; explicar; guiar; demostrar; mostrar; formar; educar; mentorar; desarrollar"
"Teamwork","Working together with others to achieve a common goal and support each other.","The emergency response demonstrated excellent teamwork as medical staff, firefighters, and police coordinated their efforts seamlessly to save lives.","Interpersonal","collaborate; cooperate; contribute; support; participate; assist; coordinate; partner; join","Trabajo en equipo","Colaborar con otras personas para alcanzar una meta común y apoyarse mutuamente.","El equipo de respuesta de emergencia demostró trabajo en equipo al coordinarse sin fallas entre personal médico, bomberos y policía.","Interpersonal","colaborar; cooperar; contribuir; apoyar; participar; asistir; coordinar; aliarse; sumar"
"Technology","The use of scientific knowledge and tools to solve problems and improve lives.","The organization leveraged technology to connect isolated elderly individuals with healthcare providers and family members during the pandemic.","Social","develop; utilize; apply; create; innovate; implement; improve; design; build","Tecnología","Uso de conocimientos científicos y herramientas para resolver problemas y mejorar la vida.","La organización aprovechó la tecnología para conectar a personas mayores con servicios de salud y familiares durante la pandemia.","Social","desarrollar; utilizar; aplicar; crear; innovar; implementar; mejorar; diseñar; construir"
"Thoughtfulness","Showing care and consideration for others' feelings and needs in every action and decision.","The manager demonstrated thoughtfulness by remembering team members' professional goals and creating opportunities aligned with their aspirations.","Interpersonal","consider; reflect; ponder; contemplate; deliberate; think; examine; analyze; evaluate","Consideración","Actuar teniendo en cuenta los sentimientos y necesidades de otras personas.","La gerente mostró consideración al recordar las metas profesionales de cada integrante y crear oportunidades alineadas.","Interpersonal","considerar; reflexionar; pensar; contemplar; deliberar; cuidar; escuchar; planear; apoyar"
"Tolerance","Respecting and accepting differences in others, even when you don't agree with them.","The community practiced tolerance by creating spaces where people of different faiths could share their traditions and learn from each other respectfully.","Interpersonal","accept; respect; accommodate; allow; understand; embrace; permit; acknowledge; recognize","Tolerancia","Respetar y aceptar las diferencias, incluso cuando no se está de acuerdo.","La comunidad practicó tolerancia al crear espacios donde personas de distintas religiones compartían sus tradiciones y aprendían mutuamente.","Interpersonal","aceptar; respetar; acoger; permitir; comprender; abrazar; reconocer; convivir; dialogar"
"Trust","Being honest and reliable with others creates a strong bond and encourages openness.","The leader built trust by consistently following through on commitments, admitting mistakes, and sharing information transparently with the team.","Interpersonal","believe; rely; depend; confide; count on; entrust; commit; faith; confidence","Confianza","Ser honesto y confiable para fortalecer vínculos y fomentar apertura.","La líder construyó confianza al cumplir sus compromisos, admitir errores y compartir información con transparencia.","Interpersonal","confiar; creer; depender; compartir; contar; entregar; comprometerse; sostener; apoyar"
"Truth","Being honest and accurate, reflecting reality without lies or deceit.","The journalist pursued truth by verifying facts with multiple sources and presenting findings even when they contradicted popular narratives.","Personal","seek; speak; discover; reveal; uncover; verify; confirm; validate; establish","Verdad","Ser honesto y preciso, reflejando la realidad sin engaños.","La periodista buscó la verdad al verificar datos con múltiples fuentes y publicar hallazgos aunque fueran impopulares.","Personal","buscar; decir; descubrir; revelar; desenmascarar; verificar; confirmar; validar; establecer"
"Unity","Bringing people together to work towards a common goal and support each other.","The community crisis center fostered unity by creating structures for neighbors from different backgrounds to work together on shared challenges.","Social","connect; join; harmonize; integrate; combine; unify; bring together; coalesce; merge","Unidad","Reunir a las personas para trabajar hacia un objetivo compartido y apoyarse mutuamente.","El centro comunitario fomentó la unidad al crear estructuras donde vecinas de distintos orígenes colaboraban en retos comunes.","Social","conectar; unir; armonizar; integrar; combinar; unificar; reunir; cohesionar; colaborar"
"Versatility","The ability to adapt to new situations and handle different tasks effectively.","The small business owner demonstrated versatility by quickly pivoting to online services when in-person operations became impossible during the pandemic.","Personal","adapt; adjust; flex; modify; transform; change; accommodate; shift; alter","Versatilidad","Adaptarse a situaciones nuevas y manejar diversas tareas con eficacia.","La dueña del negocio demostró versatilidad al cambiar rápidamente a servicios en línea cuando lo presencial dejó de ser posible.","Personal","adaptarse; ajustarse; flexibilizarse; modificar; transformarse; cambiar; acomodarse; pivotar; alterar"
"Vision","Creating a clear and inspiring picture of the future that guides decisions and motivates people.","The founder's vision of affordable healthcare for all communities guided the organization's growth and strategic partnerships for decades.","Personal","imagine; envision; foresee; conceptualize; create; design; develop; formulate; plan","Visión","Crear una imagen clara e inspiradora del futuro para guiar decisiones.","La visión de la fundadora sobre salud accesible guió el crecimiento y las alianzas estratégicas de la organización.","Personal","imaginar; visualizar; prever; conceptualizar; crear; diseñar; desarrollar; formular; planear"
"Willingness","A readiness to do what is needed or to accept new ideas and experiences.","When the project faced unexpected challenges, the team's willingness to adjust their approach and learn new skills allowed them to succeed despite the obstacles.","Personal","agree; accept; volunteer; offer; consent; participate; engage; embrace; undertake","Disposición","Estar listo para hacer lo necesario o aceptar nuevas ideas y experiencias.","La disposición del equipo permitió ajustar estrategias y aprender habilidades nuevas cuando surgieron desafíos imprevistos.","Personal","aceptar; acceder; ofrecerse; participar; consentir; colaborar; adoptar; aprender; asumir"
"Wisdom","The ability to make good decisions based on knowledge, experience, and understanding.","The elder demonstrated wisdom by listening carefully before offering advice that considered both immediate needs and long-term implications.","Personal","understand; discern; perceive; consider; contemplate; reflect; comprehend; judge; recognize","Sabiduría","Tomar buenas decisiones basadas en conocimiento, experiencia y comprensión.","La persona mayor mostró sabiduría al escuchar antes de aconsejar, equilibrando necesidades inmediatas y efectos a largo plazo.","Personal","comprender; discernir; percibir; considerar; contemplar; reflexionar; aconsejar; evaluar; orientar"
"Work Ethic","Having a strong work ethic means being dedicated, responsible, and putting in effort to complete tasks well.","Her work ethic was evident in how she consistently arrived early, gave full attention to quality details, and willingly helped colleagues complete team projects.","Personal","work; strive; persist; apply; endeavor; commit; dedicate; pursue; labor","Ética de trabajo","Ser dedicado, responsable y esforzarse para completar tareas con calidad.","Su ética de trabajo se notó en que llegaba temprano, cuidaba los detalles y ayudaba a colegas con los proyectos del equipo.","Personal","trabajar; esforzarse; persistir; aplicarse; dedicarse; comprometerse; perseverar; colaborar; cumplir"
